Name, Address, Zip, City
PUNTO IMMOBILIARE AXA PALOCCO srl, Piazzale Filippo il Macedone 112, 112, Roma
Fedim Casa srl, via angelo zottoli 26, 00125, Roma
ROMAKASE, Via Licinio Murena  82/84, 00175, Roma
Due Effe Case, VIA SAMPIERO DI BASTELICA  129, 129, Roma
Area-re Realty Store Prati, via fabio massimo 99, 00192, Roma
IMMOBILIARE ECO2EMME S.r.l.s., Viale Angelico 205, 205, Roma
Frimm Cassia, via cassia  901/Q, 901, Roma
Energy Immobiliare, Via J.F. Kennedy 6, 00046, Grottaferrata
B.C.House SRL - Business Company - Consulenze ed intermediazioni immobiliari, Via A. Rava' 106, 106, Roma
Professionecasa, VIA NOMENTANA 409, 409, Nuova
Florida Servizi Immobiliari, Viale Francia 12, 00071, Pomezia
Affiliato Tecnocasa: TORRINO MEZZOCAMMINO 2009 S.R.L., PIAZZA ENRICO MARTINI   5, 00127, Roma
Affiliato Tecnocasa: N.F. IMMOBILIARE  SRLS, Viale Nuova Florida 113/a, 113, Ardea
Inter&Co srl di Pacetti, via Sant'Erasmo 23, 00184, Roma
HOUSELAB ROMA SRLS, PIAZZALE CADUTI DELLA MONTAGNOLA  8, 00142, Roma
Roma Uno Servizi Immobiliari, Via Cassia 640, 640, Roma
PR Immobili srls, Via Denza 50/A, 00197, Roma
AGENZIA IMMOBILIARE PISACANE, VIALETTO RUCELLAI 4, 00058, Marinella
Immobiliare Commerciale Roma srl, Via Conca d'oro 342, 342, Roma
BRESCIA IMMOBILIARE, via giovanni branca 48, 00153, Roma
QUICKHOUSE.IT, Via Flaminia  395, 395, Roma
KOSMOS, Via Giuseppe Silla 62, 00196, Roma
BROKER IMMOBILIARE SRL, Via Pietro Antonio Micheli  42/a, 00197, Roma
Affiliato Tecnocasa: LA RUSTICA MEDIAZIONI S.R.L., via Della Rustica   248a, 248, Roma
ELITE IMMOBILIARE, Via Eleonora Duse 2C, 00191, Roma
Quadrifoglio Immobiliare srl, Via Jenner 123, 123, Roma
Reale Casa Group - Consulenze Immobiliari, Via Emilio Faà di Bruno 87, 00195, Roma
SD CASA TORVERGATA, via di tor vergata 269/b, 269, Roma
Servizi Immobiliari J.L. di Jolanta Lysik, via Cassia  711, 711, Roma
CASASMAIL SERVIZI IMMOBILIARI, Via della casetta Mattei 161, 161, Roma
Affiliato Tecnocasa: STUDIO TOR LUPARA S.R.L., Via Nomentana 624, 624, Nuova
RE Winning Immobiliare, Via Monza 36, 00182, Roma
marco montemauri, via simeto  42 f, 00198, Roma
Eur Immobiliare s.r.l., Via A. Leonori 109/111, 109, Roma
Quadrifoglio Immobiliare Srl Re Di Roma, Piazza dei Re di Roma 7, 00183, Roma
 Palace Real Estate, Piazza Eschilo 63/a, 00125, Roma
UTICASE SERVIZI IMMOBILIARI DI ROSELLA CASALE, Viale Arrigo Boito 28, 00199, Roma
ScegliCasa Appio Claudio, Via Tuscolana 1388b, 1388, Roma
STUDIO BALDUINA 2004 s.r.l., VIA GIANNINA MILLI 12, 00135, Roma
Buildingcase Casilina Immobiliare Srl, Via Tor de' Schiavi  198/202, 198, Roma
House for Life srl , via Dario Niccodemi  100, 100, Roma
Frimm Exclusive, Piazza dell'Alberone  5/6/7, 00181, Roma
OFFICINE IMMOBILIARI , VIA BRACCIO DA MONTONE 89-93, 00176, Roma
BROKER PROF. IMM. di Fabio D`Ovidio, via della Foce Micina 58C, 00054, Fiumicino
Quality Immobiliare, VIA Poggio Ameno 56, 00147, Roma
ABC Re, via Giuseppe Antonio Guattani 1, 00161, Roma
Mediasim S.r.l., Piazza Fernando de Lucia 37, 00139, Roma
Affiliato Tecnocasa: STUDIO LIDO DI OSTIA S.R.L., Via Degli Aldobrandini 3b, 00121, Roma
Sisca Immobiliare, via reggio emilia  29, 00198, Roma
Aurea IMMOBILIARE, Viale Italia 96, 00055, Ladispoli
S.M.C. Group di Fabio Lilletti e Roberto Di Giovanni, Via Colonnelle 13, 00041, Laziale
GABETTI Agenzia Colli Albani Tuscolana, via valerio publicola 29, 00174, Roma
Fabio Martines, Via Gerocarne 22, 00126, Roma
Immobilfapa, Via Appia Nuova 98, 00047, Marino
Centro Servizi Immobiliari, Piazza Galileo Galilei 5, 00031, Artena
Affiliato Tecnocasa: NUOVA VILLALBA TIVOLI TERME 2019 S.R.L., CORSO ITALIA 84, 00012, Montecelio
diellegroup immobiliare srl, piazza attilio omodei zorini  14, 00166, Roma
Affiliato Tecnocasa: IMMOBILIARE CECCHINA S.R.L., via nettunense    174, 174, Laziale
Agenzia Immobiliare - Torre Angela, Via di Torrenova 161, 161, Roma
Ag Immobiliare, Via Vittorio Marimpietri 70, 00135, Roma
PRIMA RE - Immobiliare, VIA TRIPOLI 155H, 155, Roma
CONSULFIN dI Marolda Lucia, via resuttano 3, 00133, Roma
PINTO IMMOBILIARE, Via di Acilia 140, 140, Roma
Finstabili, Viale Marx 206, 206, Roma
Affiliato Tecnocasa: STUDIO EUR 1 S.R.L., V.le dell'Aeronautica   117, 117, Roma
La Casetta di Emanuele Palladino, Viale G. Mazzini 4, 00195, Roma
ADM PRATI S.r.l.s., Via Ulpiano 45, 00193, Roma
Affiliato Tecnocasa: STUDIO ALBANO S.A.S., Via Cairoli  26, 00041, Laziale
Affiliato Tecnorete: NEW COLLE PRENESTINO S.R.L.S., Via Prenestina 1229/a, 1229, Roma
l&dimmobiliare srl, Piazza Cola di Rienzo 92, 00192, Roma
Studio Immobiliare di Barbara Cannavale, Via Eschilo  74 L, 00125, Roma
REITALY, Via Catanzaro 37/39, 00161, Roma
Rv immobiliare, via marco marulo 3, 00143, Roma
ABITAREROMA di Walter Coccia, via guglielmo calderini 68, 00196, Roma
UNICASA ARDEA, via rieti 1, 00040, Ardea
BrunImmobiliare di Federica Bruni, Via Enzo Ferrari   65, 00043, Ciampino
H2OME, Via Lovanio 16, 00198, Roma
FABIANO IMMOBILIARE di Ennio Fabiano, Via Giovanni Da Procida  36, 00162, Roma
Affiliato Tecnocasa: IMMOBILIARE 23 S.R.L.S, VIA FRANCESCO FERRAIRONI    86, 00172, Roma
GAUDIO IMMOBILIARE , VIA DEI DUE PONTI 192E, 192, Roma
REGROUP agency, VIA CARLO MIRABELLO  14A, 00195, Roma
Affiliato Tecnocasa: SOLUZIONI IMMOBILIARI CASSIA S.R.L.S, Via della Cappelletta della Giustiniana  25/29, 00123, Roma
Affiliato Tecnocasa: IMMOBILIARE TORRESPACCATA S.R.L., Via Aufidio Namusa   164/166, 164, Roma
Saleo S.R.L., via de gasperi  2, 00047, Laziale
Fincasa 77, Viale Liegi 14, 00198, Roma
Farina Immobiliare, Via del Labaro 151, 151, Roma
Rublan Real Estate, Viale Avignone  131, 131, Roma
Immobiliare my homes, Via Nomentana 159, 159, Roma
CIA MEDIAZIONI IMMOBILIARI, VIA SERGIO ANGELUCCI  2 A, 00052, Cerveteri
EDILP.IMMOBILIARE SRLS, Via Cagliari  12, 00055, Ladispoli
Olivia Chapperon, via di Quarto Annunziata  26, 00189, Roma
Gabetti Castelnuovo di Porto, Via Flaminia 16, 00060, Porto
Iconacasa - Roma Ponte di Nona, Via Raoul Chiodelli 234/236, 234, Roma
Affiliato Tecnocasa: Immobiliare Tribuni S.R.L.S., Via Quinto Novio 16/18, 00175, Roma
REGROUP  agency - agenzia Prati, Via Andrea Doria 16b, 00192, Roma
SicurAste, Via dei sette metri 11/e, 00118, Roma
Affiliato Tecnocasa: STUDIO CENTRO PARIOLI S.R.L., Piazza Euclide   38, 00197, Roma
GIGRA immobiliare di Gionta Giovanna, Viale delle Terme di Caracalla 69, 00153, Roma
White Mediazioni, Via San Martino della Battaglia 31, 00185, Roma
Prometeo Immobiliare, via di Porta Pinciana 36, 00187, Roma
Affiliato Tecnocasa: STUDIO MONTE MARIO GEMELLI S.R.L., via trionfale  8310, 8310, Roma
Abitha - Trieste, Via Nemorense 45 E, 00199, Roma
TEMPOCASA Roma Centocelle Mirti, via dei Castani 129, 129, Roma
FEM SRL, Via Ozanam 21, 00153, Roma
TEMPOCASA Roma Alessandrino, Via Alessandrino  524-524A, 524, Roma
b&d Immobiliare S.r.l.s., Via Nomentana 26, 00013, Nuova
ROMA GROUP , Via pier della francesca 44, 00196, Roma
RASSENA Immobiliare, Via delle Fornaci 80, 00165, Roma
PRIMACASA ROMA, Via Francesco Saverio Nitti 11, 00189, Roma
Quadrifoglio Immobiliare srl Mirti, Piazza dei Mirti  14, 00172, Roma
ENNE Immobiliare, Viale Angelico  163, 163, Roma
EuroCase Roma S.R.L., Via di Grottarossa 169/b, 169, Roma
Metroquadroimmobiliare, Viale Citta' d'Europa 669, 669, Roma
Habitat Roma - di Guadagni e Zaia, Via Augusto Riboty 1, 00195, Roma
Affiliato Tecnorete: IMMOBILIARE CONSOLI  SRLS, Via Dell'aeroporto  59, 00175, Roma
Affiliato Tecnorete: STUDIO IMMOBILIARE CONCA D'ORO S.R.L., VIA VAL PADANA  47/49, 00141, Roma
Immobiliare Castello Leonardo, Via Tiziano 18, 00040, Gandolfo
Stimacasa Ag. Monteverde, Via di Donna Olimpia 202, 202, Roma
Sistema Casa - Monteverde -, CIRCONVALLAZIONE GIANICOLENSE  252 A, 252, Roma
Affiliato Tecnocasa: STUDIO CINECITTA' EST S.R.L., Viale Antonio Ciamarra   267/269, 267, Roma
Case di Roma, Via Gaspara Stampa 87/89, 00137, Roma
Promo Casa, Via Palombarese 762, 762, Nuova
Affiliato Tecnorete: RETE IMMOBILIARE SRLS, VIA UGO GIOVANNOZZI  6, 00132, Roma
eimmobili di Federico Marino, Via Ludovico di Breme  11, 00137, Roma
Case & Loft, Via Basento 10, 00198, Roma
Affiliato Tecnocasa: IMMOBILIARE ANZIO MARECHIARO S.R.L.S., Via Guglielmo Marconi 27, 00042, Anzio
R.E. di Roma Immobiliare, Via Monza 16, 00182, Roma
GARGANO IMMOBILIARE, Via Monte Tesoro  12, 00141, Roma
de Seta S.r.l., Via D.Chelini 9, 00197, Roma
Vasselli Immobiliare s.r.l.s., VIA DEI MONTI DI PIETRALATA 29, 00157, Roma
Lyndos 2, Caldonazzo  22a, 00135, Roma
perri soluzioni immobiliari, Via  Antongiulio Barrili  50 i, 00152, Roma
Affiliato Tecnocasa: IMMOBILIARE II UNIVERSITA  SRLS, Via di Tor Vergata 283, 283, Roma
Affiliato Grimaldi - DOTT. L. F. AMBROSIO, Via Sestio Calvino 53, 00174, Roma
Professionecasa - FENICE IMMOBILIARE, VIA VESTRICIO SPURINNA 115, 115, Roma
Ficini Immobiliare srl, Marina S. Nicola Largo Saturno 10, 00055, Ladispoli
D.F.S. immobiliare srl, Viale Adriatico 91, 00141, Roma
Studio Appio Claudio S.R.L., Viale Anicio Gallo, 88 88, 00174, Roma
PRINCESS IMMOBILIARE, VIA DEI TRAGHETTI 34, 00121, Roma
Iconacasa Roma Morena, Via della Tenuta del Casalotto 38 A/B, 00118, Roma
Affiliato Tecnorete: STUDIO COLLATINA 1 SRL, Via Latisana 75/77, 00177, Roma
FORUM IMMOBILIARE, via del torraccio di torrenova  91/D, 00133, Roma
Agenzia Sistina di Bracaccini Francesco, Via Sistina 30, 00187, Roma
Stile Immobiliare, Via A. Bocchi 234, 234, Roma
Immobilcom, Via Orvieto 14/I, 00040, Pomezia
FREGENE IMMOBILHOUSE, viale sestri ponente - Fregene 47, 00054, Fiumicino
Studio Tecnico Agenzia Immobiliare, Via Danimarca 37, 00040, Pomezia
Teknim S.R.L., Via di Castel di Leva 258, 258, Roma
Affiliato  Frimm 70, Viale San Lorenzo  10, 00040, Ardea
IH IMPRESA STUDIO TABACCHI VENDITA TABACCHERIE, Via Volturno 2/C, 00185, Roma
Abitare Differente di Francesca Sanna, Via Carlo Passaglia 3, 00136, Roma
Area-re Agenzia cinecittà, Via Tuscolana 1005, 1005, Roma
CASAVIP , Via Gregorio VII  352, 352, Roma
PuntoCasa Srls, Via Altavilla Irpina 30, 00177, Roma
REMAX PRODIGY, Via dell’Orso 29, 00186, Roma
Compagnia Immobiliare Tevere, Via Aurora 39, 00187, Roma
effettocasa s.r.l., Via Marco Valerio Corvo  115, 115, Roma
Affiliato Tecnorete: GUIDONIA BP SRL, Viale Roma   108, 108, Montecelio
Gruppo Cascino, Via Giacomo Favretto 10, 00147, Roma
ABITHA - MONTEVERDE IMMOBILIARE S.R.L., VIALE DEI QUATTRO VENTI  140, 140, Roma
gruppo immobiliare real estate srl, Piazza Margana 26, 00186, Roma
Affiliato Tecnocasa: GASPARRI S.R.L, Via Pietro Gasparri   104, 104, Roma
COLANTONI IMMOBILIARE, CORSO REGINA MARIA PIA 6-8, 00122, Roma
BeP Immobiliare, Viale dei Parioli 44, 00197, Roma
Gelb immobiliare srl, Via Montenero 21, 00012, Montecelio
Eraldo Immobiliare, Via Delle Gondole 46, 00121, Roma
Studio Immobiliare Nuovo Salario, Piazza Vimercati  10/11, 00139, Roma
CASA CLUB 3, Largo Alfonso Favino 44, 00173, Roma
IMMOBILSERVICE AG. 3, VIALE 1 MAGGIO 59, 00046, Grottaferrata
AFFILIATO TECNOCASA: Dsa immobiliare srl, Via di Torrenova   232, 232, Roma
H&F GROUP, Via san tommaso d'aquino  40, 00136, Roma
Home service Fregene Srls, Via Marotta 149, 149, Fiumicino
Affiliato Tecnocasa: STUDIO TUSCOLANA SRL, Viale dei Salesiani  8/c, 00175, Roma
Toscano Punto Affiliato Acilia Madonetta, via cesare maccari 280, 280, Roma
Affiliato Tecnorete: M.D. SERVIZI IMMOBILIARI SRLS, Via Di Morena   52, 00043, Ciampino
BONITO CASA, Via Germanico 101, 101, Roma
GEA Gestione Immobili , Via Carmelo Maestrini 340, 340, Roma
Evolution Casa Srl, Via Germanico  203, 203, Roma
Evolution Casa Srl, Via Germanico  203, 203, Roma
INFO DOMUS IMMOBILIARE SRL, VIA CASILINA 1210, 1210, Roma
Mancini Immobiliare, Piazza Indipendenza 14/A, 00015, Monterotondo
IMMOBILIARE ZUCCARO & AFFITTI CERTI, Via Andrea Doria 15, 00192, Roma
LF-costruzioni, via Salaria 83, 00100, Roma
Affiliato Tecnocasa: CASALETTO S.R.L., largo alberto pepere   12, 00151, Roma
Coinvest Immobiliare, Piazza Michele Lega 8, 00040, Priora
Promoinvest Real Estate S.r.l., Via della Fontanella di Borghese  31, 00186, Roma
Annicchiarico Immobiliare, via Ludovisi 35, 00187, Roma
CERENOVA INTERNATIONAL HOLIDAYS, Viale Campo di Mare 1, 00052, Cerveteri
STILE CONSULTING, Via Mura dei Francesi 122D/E, 122, Ciampino
F.D. INVEST s.r.l., Via Sistina 121, 121, Roma
Gruppo Immobiliare 2016 S.r.l.s., Via Ferdinando Palasciano  23, 00151, Roma
Fabrizio Franchini Servizi Immobiliari, via delle vigne 73, 00148, Roma
I.R.I. istituto regionale immobiliare srl, via flaminia 141, 141, Roma
Affiliato Tecnocasa: IMMOBILIARE TORPIGNATTARA 2020 S.R.L., Via di torpignattara   14, 00177, Roma
Gruppo Sole r.e., Piazza di Villa Carpegna  57, 00165, Roma
Alno Case Divisione Immobiliare, Via Livilla 27, 00175, Roma
MEDIOCASA - Aurelio, Via Madonna del riposo  106, 106, Roma
Affiliato Tecnocasa: STUDIO NETTUNO EST SRL, Viale Giacomo Matteotti 69, 00048, Nettuno
Gabetti - Agenzia Gregorio VII, Via Anastasio II 1, 00165, Roma
Studio Pediconi, Piazza Costaguti 14, 00186, Roma
Affiliato Tecnocasa: STUDIO IMMOBILIARE PRATI S.R.L., piazza risorgimento  2, 00192, Roma
PM IMMOBILIARE, Via delle Allodole 8, 00169, Roma
Agenzia Romana Immobiliare -A.R.I. srl, via Genzano 58/a, 00179, Roma
Studio Lionello, Via Donna Olimpia 134, 134, Roma
Affiliato Tecnocasa: STUDIO AURELIA S.R.L., VIA AURELIA  446, 446, Roma
AGENZIA OTTAVIA SRL, via di Casal del Marmo 366, 366, Roma
FORUM IMMOBILIARE S.r.l. Unipersonale, Via Aurelia - loc. Aranova 2426, 2426, Fiumicino
TEVERE IMMOBILIARE, Via G.B. Bodoni 52, 00153, Roma
Affiliato Tecnocasa: CIAMPINO MEDIAZIONI S.R.L.S., Via Palermo  8, 00043, Ciampino
CasaNet Agency-Guidonia Team Srls, Viale dell'Unione 6, 00012, Montecelio
Professionecasa Roma NOMENTANA CASAL DE PAZZI - NUOVO PRIMATO SAS, VIA EGIDIO GALBANI 65, 00156, Roma
PUNTO CASA SERVIZI IMMOBILIARI SRL, Via Tor de Schiavi 232/a, 232, Roma
Monica Elena Maria Giurlani, Via Del Mascherino 22, 00193, Roma
Affiliato Tecnocasa: IMMOBILIARE FAGGI S.R.L., via dei faggi   106, 106, Roma
EMA IMMOBILIARE, Via Valadier 48, 00193, Roma
CASE PIPERNO, Via San Nicola de' Cesarini 3, 00186, Roma
TRAIANA IMMOBILIARE, VIA BERNINI 12, 00053, Civitavecchia
CASEDIROMA di Giorgio Sgobbi, via Guido Reni 35, 00196, Roma
Affiliato Tecnorete: BOLOGNA S.R.L., via lorenzo il magnifico   76, 00162, Roma
Affiliato Tecnorete: ESQUILINO MEDIAZIONI S.R.L., Via di S. Croce in Gerusalemme   85/a, 00185, Roma
enterhouse srl, viale roma 36, 00043, Ciampino
SLI RE  immobiliare , VIA ODERISI DA GUBBIO 13/A 13/A, 00167, Roma
ARRIGONI IMMOBILIARE, Via Giuseppe Luigi Lagrange 4, 00197, Roma
Riccardo Egidi agente Immobiliare, via bocca di leone 25, 00187, Roma
GriMax RE Immobiliare, Via Pinerolo  2, 00182, Roma
falcucci stefano immobiliare, via Varna  43, 00124, Roma
SAI Immobiliare S.r.l., Via di Villa Emiliani 42, 00197, Roma
Solo Affitti - Agenzia Roma 22, Via dei Gelsi 114, 114, Roma
Horti della Marcigliana, Via dell'Inviolatella Salaria 133, 133, Roma
MAVORS IMMOBILIARE S.R.L., Via Del Faro 108/C, 108, Fiumicino
Studio immobiliare GV di Valentina Maira , Via delle Macere  9, 00060, Formello
Cento Case Immobiliare, Via Marco Dino  Rossi 12, 00173, Roma
Marconi Immobiliare srl, Via Francesco Grimaldi 55, 00146, Roma
GROUP MAZZETTA IMMOBILIARE, P.le Clodio  12, 00195, Roma
STIMACASA ,Media Immobili S.r.l con Socio Unico, Piazza dell'Alberone  37/38, 00100, Roma
Casa in un click, Via delle cave di Pietrlata 64, 00157, Roma
Studio Gemelli srls, Via Pietro Maffi 177, 177, Roma
DBIMMOBILIARE SRL, VIALE DELLE MILIZIE  108, 108, Roma
SOLUZIONECASA DI FABIO MERCANTI, VIA CASILINA 1762, 1762, Roma
VREIMMOBILIARE - AGUS GROUP, PIAZZA FONTEIANA 3/B, 00152, Roma
ABITHA - San Giovanni immobiliare S.r.l., via Gallia 88/90, 00183, Roma
Affiliato Fondocasa Roma Trieste/Salario, Via di Villa Chigi  85/87, 00199, Roma
La Collina dei Lecci, via Italo Alighiero  13, 00123, Roma
CARNACINA IMMOBILIARE, Largo Olgiata 15 IS. 9B/1, 00123, Roma
RE/MAX Area, Via delle Tartane  57, 00122, Roma
Affiliato Tecnocasa: IMMOBILIARE TORRE MAURA S.R.L., Via dell'Aquila Reale   27, 00169, Roma
Affiliato Tecnorete: torre spaccata mediazioni s.r.l., Via Namusa 258, 258, Roma
PROFESSIONE IMMOBILIARE, viale Paolo Orlando  104, 104, Roma
Olimpia Magnifici, Via Laiatico 1, 00138, Roma
DMD SERVIZI IMMOBILIARI, Via S. Nicola dè Cesarini   14/A, 00186, Roma
Affiliato Tecnorete: MOSTACCIANO 2014 S.R.L.S, VIA FIUME GIALLO  403, 403, Roma
Affiliato Tecnocasa: NUOVA CASETTA MATTEI S.R.L., VIA DELLA CASETTA MATTEI   71, 00148, Roma
IMMOBILIARE CAMPOLI, Via Teodolfo Mertel  58, 00167, Roma
Immobiliare Mastroianni Srl, Via Altino 9, 00183, Roma
Ricci Immobiliare, Via delle robinie 121 c, 121, Roma
Professionecasa - F.M.IMMOBILIARE S.A.S, VIA FOSDINOVO 68, 00139, Roma
l'atelier Vetrina Immobiliare, Corso Duca di Genova 35, 00122, Roma
Laurenti immobiliare S.r.l., Largo Somalia 53, 00199, Roma
Immobiliare Trieste 125, Corso Trieste 125/127, 125, Roma
Kabiestate Srl, Via Giovanni di Castel Bolognese  47, 00153, Roma
Andes Real Estate S.r.l., Viale Giulio Cesare 62, 00192, Roma
Affiliato Tecnorete: STUDIO IMMOBILIARE MERULANA S.R.L., via Merulana  231, 231, Roma
TECTUM IMMOBILIARE, Garibaldi 17, 00069, Romano
CAM S.p.A., via collatina  99, 00177, Roma
MAPI CASE ED IMMOBILI   S.R.L., Viale Giulio Cesare 109, 109, Roma
Solo Affitti - Roma Parioli, Via Po 48/D, 00198, Roma
Pieffe Immobiliare Srl, Via A. Brunetti 54, 00186, Roma
hd real estate srl, via Giuseppe Tuccimei 1, 00197, Roma
G.R. Immobiliare srl, Via Mantova  44, 00198, Roma
Casenetwork, Via Ignazio Giorgi 15, 00162, Roma
Affiliato Tecnocasa: STUDIO LANCIANI S.R.L., Via Ignazio Giorgi 53, 00162, Roma
DC Studio Immobiliare, Viale G. Mazzini 55, 00195, Roma
LA IMMOBILIARE, via Alfredo baccarini 48, 00179, Roma
Affiliato Tecnocasa: STUDIO CASAL DE' PAZZI S.R.L., Via Casal De' Pazzi   54, 00156, Roma
Prosvi S.R.L. Promozione Sviluppo Immobiliare, Via Stefano Jacini 23, 00191, Roma
Affiliato Tecnocasa: PUNTO MEDIAZIONI S.R.L. UNIPERSONALE, VIA ALESSANDRO FLEMING 37/39, 00034, Artena
LEMMI IMMOBILIARE, via tuscolana 1498, 1498, Roma
Affiliato Tecnorete: STUDIO EUR VITTORIA SRLS, VIALE DELL'AERONAUTICA 76, 00144, Roma
Gmreagency, Via Claudio Asello 61, 00175, Roma
Studio Micara di Emanuela Micara, piazza del mercato  10, 00044, Frascati
Emiliano Locci Consulente Immobiliare, Via Alberto Ascari 259/B, 259, Roma
MBC DI VASTOLA BARBARA, Via Gustavo Cacini  11, 00125, Roma
Affiliato Tecnocasa: ARICCIA TEAM S.R.L., Corso Garibaldi   5, 00072, Ariccia
D'Onofrio Immobiliare, Piazza Bologna 1, 00162, Roma
ABITHA - Centro Storico Immobiliare s.r.l., Corso Vittorio Emanuele II  307, 307, Roma
Affiliato Tecnocasa: IMMOBILIARE PINETA SACCHETTI S.R.L.S, Via Forte Braschi  46, 00167, Roma
Affiliato Tecnocasa: IMMOBILIARE SETTEVILLE S.R.L., Piazza Trilussa   3, 00012, Montecelio
Interark Group srl , viale delle milizie 38, 00195, Roma
Great Properties Real Estate, Via Muzio Clementi 64, 00193, Roma
ADcase, Via Giambattista Bassani  15/C, 00124, Roma
Immobiliare Talenti S.R.L.S, Via Franco Sacchetti  54/56, 00137, Roma
Pl due Servizi Immobiliari, Via Firenze 108, 108, Ciampino
NUOVA PORTUENSE SRL - AFFILIATO GRUPPO TOSCANO, Via Portuense  720/F, 720, Roma
Valerio Lapenna, Via Della Magliana 126, 126, Roma
Grasso Prestige, Via del Governo Vecchio 2, 00186, Roma
TEMPOCASA Roma Bravetta, Via di Bravetta 234, 234, Roma
Lyndos Srl, Caldonazzo 22a, 00135, Roma
Antonella Real Estate, via del fosso dell'acqua mariana 113, 113, Roma
Servizi Immobiliari P.S. case, Via Oscar Ghiglia  325/327, 325, Roma
Berdini Immobiliare, Via Monte Zebio 28, 00195, Roma
Jolly Agenzia Immobiliare, via Renzo da Ceri  205, 205, Roma
Gruppo Del Monte immobiliare, Via Adelaide Ristori 40 c/d, 00198, Roma
Affiliato Tecnocasa: CASA TUA  SRL, PIAZZA F.M. LANTE   23/24, 00147, Roma
Affiliato Frimm 781 - Di Luca Maria Cristina, via Arturo Graf 27, 00137, Roma
Re Building Immobiliare Srl, Via Alessandro Stradella 81-83, 00124, Roma
Gmg Mediazioni Immobiliari, Via tiburtina 92, 00185, Roma
Immobiliare Ruggeri SRL, Via Montasio  81, 00141, Roma
Affiliato Tecnocasa: IMMOBILIARE NUOVA PORTUENSE S.R.L., VIA ETTORE PALADINI 57, 00149, Roma
Gruppo Innova, via Jacopo Sannazzaro  41, 00141, Roma
AFFILIATO TECNOCASA: STUDIO SANTA LUCIA SRL, Via Palombarese 485, 485, Nuova
PIANETA CASA IMMOBILIARE, Via Coni Zugna 3/a, 00054, Fiumicino
Il Mattone, Via Del Pianeta Terra 60, 00144, Roma
ResidenzeRE di Paolo Enrietti, Viale Pinturicchio 93, 00100, Roma
Aesse Immobiliare, Strada Provinciale Maremmana III 1, 00030, Cesareo
Affiliato Tecnorete: STUDIO FIAMMA S.R.L., via fiamma calpurnio  39, 00175, Roma
Olimpo Casa s.r.l.s., Via Altavilla Irpina 14, 00177, Roma
MASSACCI SRL, VIA FRIGGERI ATTILIO 142, 142, Roma
PUNTO IMMOBILIARE SANTA MARIA DELLE MOLE Srl, Piazza Palmiro Togliatti 26/27/28, 00040, Marino
Immobiliare Studio Capri S.r.l.s. ... dal 1989, Piazza Capri  44, 00141, Roma
MI.DA CASE, Via Cherso 164, 164, Roma
Affiliato Tecnocasa: STUDIO TOR SAPIENZA S.R.L., via di tor sapienza 10, 00155, Roma
Affiliato Tecnorete: STUDIO IMMOBILIARE TALENTI 2 S.R.L., Via Franco Sacchetti   18, 00137, Roma
erica costruzioni srl, via claudio monteverdi  16, 00198, Roma
Vama Appalti Srl, viale partenope 145, 145, Roma
Affiliato Tecnorete: MORENA HOUSE SOLUTIONS  SRL, Via Della Stazione Di Ciampino 196, 196, Roma
Affiliato Tecnocasa: CASA CASTELLI 2013 S.R.L., VIA SEBASTIANO SILVESTRI   89, 00045, Roma
katiasacconi, Via di San  TEODORO 32, 00187, Roma
VERSO CASA, VIA FEDERICO PAOLINI 168, 168, Roma
Affiliato Tecnocasa: IMMOBILIARE CONCA D'ORO SRL, Via Val Di Lanzo  29, 00141, Roma
carlini immobiliare, Via G. Matteotti 23, 00044, Frascati
Salvatore Greco, Via dei Berio  202, 202, Roma
IN VISTA RE gruppo ROYALDOMUS, Via Nizza 67, 00198, Roma
Affiliato Tecnorete: PIGNETO MEDIAZIONI S.R.L., via L'Aquila  23/L, 00176, Roma
casa castagna , Piazza Giovine Italia 6, 00195, Roma
Affiliato Tecnorete: CASA IN RETE S.R.L., Via Trionfale   7199, 7199, Roma
ABITHA - Balduina Immobiliare srl, Viale Medaglie d'oro 13, 00136, Roma
Servizi Immobiliari di Angelo Giardina, Via Achille Tamburlini 20, 00125, Roma
FARE SRL, Viale Giulio Agricola  118, 118, Roma
Immobiliare Flaminia, Via Giulio Frascheri 91, 00188, Roma
GABETTI ROMA LIBIA - VESCOVIO, Piazza Gimma 5/6, 00199, Roma
Stimacasa -  affiliato Piazza Bologna, Via Livorno 19, 00162, Roma
Soluzioni Immobiliari di Silvia Brussani, Via Casal del Marmo  144A, 144, Roma
Biemme Immobiliare di Vittorio Brunozzi, Via Conca d'oro 238, 238, Roma
Midas Immobiliare, Piazza Guglielmo Pepe 6, 00040, Ardea
INCASA immobiliare, VIALE DELLE MEDUSE  124, 124, Fiumicino
PROGEDIL case - Roma Nord, Viale Pantelleria 13, 00141, Roma
PROGEDIL case - Torrevecchia, Via Augusto Tebaldi 44, 00168, Roma
Affiliato Tecnocasa: STUDIO IMMOBILIARE SAN PIETRO S.R.L., via porta cavalleggeri  49/51, 00165, Roma
Modulo Casa, Viale Cortina D'ampezzo 152, 152, Roma
Roma Gruppo Immobiliare, Via Elio Vittorini 31, 00144, Roma
Punto Immobiliare Pineta Sacchetti, via Mattia Battistini 201, 201, Roma
Affiliato Tecnocasa: GUADALUPE MEDIAZIONI S.R.L., Via Vincenzo Troya  32/A, 00135, Roma
Studio Immobiliare Paola T.I., via montello nc, 00195, Roma
